items.name,items.quantity,items.price,storeLocation,customer.gender,purchaseMethod,saleDate
,,,Denver,M,In store,2013-08-25T02:36:45.345Z
,,,Denver,M,Online,2013-07-05T17:34:03.077Z
,,,Austin,F,Online,2013-02-09T11:09:36.986Z
,,,London,M,In store,2016-04-16T18:05:03.292Z
,,,Seattle,M,Online,2014-02-15T00:08:15.218Z
,,,Denver,M,In store,2014-06-03T17:42:58.693Z
,,,Seattle,F,Online,2015-03-31T00:24:35.086Z
,,,London,M,In store,2014-01-27T03:59:09.094Z
,,,Denver,M,In store,2013-04-28T13:50:27.747Z
,,,Austin,F,In store,2013-06-13T17:34:59.386Z
,,,San Diego,F,Online,2017-11-05T10:08:12.348Z
,,,Austin,F,Phone,2015-04-24T20:26:44.496Z
,,,Austin,F,Online,2017-07-19T22:11:18.245Z
,,,Seattle,M,In store,2016-12-05T08:52:33.249Z
,,,Denver,F,Online,2016-09-10T16:03:47.096Z
,,,Seattle,M,Phone,2014-06-20T17:10:03.516Z
,,,New York,M,In store,2017-05-03T08:26:41.104Z
,,,Denver,M,In store,2014-08-17T09:39:33.957Z
,,,Denver,F,Online,2014-12-27T06:07:55.867Z
,,,Denver,F,Online,2014-12-27T16:44:20.549Z
,,,Denver,M,Online,2014-04-24T05:51:23.703Z
,,,London,F,Online,2013-02-05T00:34:27.592Z
,,,Seattle,M,Online,2016-11-22T15:16:44.502Z
,,,Austin,M,In store,2013-01-28T04:47:02.879Z
,,,Seattle,F,In store,2014-12-13T10:16:29.393Z
,,,Denver,M,Online,2017-11-26T13:54:05.705Z
,,,Seattle,F,In store,2016-12-11T14:15:23.752Z
,,,Denver,F,In store,2014-08-25T01:27:02.332Z
,,,Austin,M,In store,2013-04-30T17:36:28.862Z
,,,Denver,M,In store,2016-06-02T06:11:35.282Z
,,,New York,F,Phone,2014-12-18T07:42:12.217Z
,,,Austin,M,In store,2015-04-19T07:37:40.780Z
,,,London,F,In store,2017-08-12T21:24:13.645Z
,,,San Diego,F,Online,2013-06-06T03:52:10.335Z
,,,Seattle,F,In store,2017-09-12T07:19:10.037Z
,,,Denver,F,In store,2017-01-23T01:54:18.857Z
,,,New York,F,In store,2016-09-28T00:18:01.880Z
,,,Denver,F,In store,2013-04-13T20:41:38.985Z
,,,Austin,M,Online,2017-03-20T12:01:14.017Z
,,,Seattle,F,Phone,2016-11-21T02:22:45.688Z
,,,New York,F,Online,2014-11-30T06:38:25.878Z
,,,Seattle,M,In store,2016-03-01T18:00:53.716Z
,,,Denver,M,In store,2013-03-21T17:16:01.553Z
,,,San Diego,F,In store,2014-10-21T01:27:37.903Z
,,,Seattle,F,In store,2015-01-25T22:57:59.260Z
,,,Seattle,F,In store,2013-07-06T18:18:09.022Z
,,,Austin,M,In store,2015-05-31T00:31:07.237Z
,,,New York,F,Online,2017-01-13T21:49:16.905Z
,,,New York,F,Online,2016-01-09T16:33:51.815Z
,,,Seattle,M,Online,2015-02-01T09:57:09.065Z
,,,London,M,In store,2016-07-23T08:29:00.257Z
,,,London,M,In store,2015-10-24T15:11:27.857Z
,,,Seattle,F,In store,2013-01-13T04:01:51.942Z
,,,Denver,F,In store,2015-05-05T03:33:09.697Z
,,,Denver,F,Phone,2017-12-12T08:59:21.794Z
,,,Seattle,F,In store,2014-03-07T23:46:14.193Z
,,,Denver,M,In store,2013-04-25T07:33:11.998Z
,,,Denver,F,Phone,2017-02-13T04:15:40.986Z
,,,Austin,F,Online,2013-10-31T10:23:57.188Z
,,,Austin,M,Online,2015-01-28T02:51:42.474Z
,,,London,M,Online,2017-09-18T12:42:04.324Z
,,,Austin,M,Online,2013-06-19T02:37:19.568Z
,,,Denver,F,In store,2015-01-06T22:38:42.807Z
,,,Seattle,M,In store,2013-04-27T00:20:49.244Z
,,,Denver,M,Online,2016-11-09T10:16:09.728Z
,,,Austin,F,In store,2015-11-01T01:42:49.811Z
,,,New York,F,In store,2015-02-14T16:45:37.159Z
,,,Seattle,F,In store,2014-08-31T19:43:31.662Z
,,,Denver,F,In store,2016-10-18T17:11:03.396Z
,,,London,M,Online,2017-11-04T19:38:05.488Z
,,,Austin,M,In store,2016-02-04T15:45:35.556Z
,,,New York,M,Online,2014-06-07T17:15:34.948Z
,,,Denver,M,In store,2017-01-21T07:56:46.461Z
,,,Austin,M,Phone,2016-05-07T05:33:17.846Z
,,,New York,F,Online,2016-07-28T02:34:12.411Z
,,,New York,M,In store,2013-03-27T12:21:01.518Z
,,,Seattle,F,In store,2015-03-16T05:36:27.006Z
,,,London,F,In store,2015-12-19T09:49:50.961Z
,,,Austin,M,Online,2013-12-05T22:57:37.764Z
,,,New York,M,In store,2013-09-23T02:30:00.612Z
,,,New York,M,Phone,2014-09-10T12:08:07.928Z
,,,Denver,M,Phone,2014-05-11T04:05:27.068Z
,,,London,M,Phone,2013-06-13T07:49:06.855Z
,,,New York,F,Online,2016-06-03T09:02:00.977Z
,,,Denver,M,Online,2014-11-23T16:17:41.303Z
,,,Seattle,F,In store,2015-08-06T03:53:34.325Z
,,,London,F,In store,2017-11-25T18:14:28.367Z
,,,Seattle,M,In store,2016-01-25T11:29:40.454Z
,,,Denver,M,Online,2013-01-19T18:27:51.281Z
,,,Austin,M,In store,2014-02-02T05:12:03.043Z
,,,Seattle,F,In store,2017-11-24T22:47:13.254Z
,,,Denver,M,Online,2014-04-12T11:36:10.391Z
,,,New York,M,Phone,2016-07-25T22:55:38.886Z
,,,Austin,M,Online,2016-03-25T01:42:37.015Z
,,,Austin,F,Online,2017-12-12T04:26:15.489Z
,,,Seattle,M,Phone,2015-04-17T11:59:22.524Z
,,,San Diego,F,In store,2016-10-03T07:19:23.210Z
,,,San Diego,F,In store,2016-08-12T08:52:58.271Z
,,,Denver,M,Online,2017-11-25T04:09:38.537Z
,,,Austin,F,In store,2015-07-29T17:18:35.280Z
,,,Denver,F,In store,2014-05-30T17:33:12.863Z
,,,Seattle,F,In store,2014-07-14T16:26:11.984Z
,,,Denver,M,In store,2017-06-18T09:16:54.606Z
,,,Seattle,M,Online,2014-01-25T18:49:31.842Z
,,,Austin,F,In store,2015-08-04T17:27:48.497Z
,,,Austin,M,Online,2017-10-15T17:31:12.425Z
,,,London,M,Phone,2015-09-07T06:55:46.977Z
,,,Seattle,F,In store,2013-10-16T02:33:50.493Z
,,,Austin,F,In store,2017-08-05T10:40:41.883Z
,,,Seattle,F,In store,2014-12-14T22:20:28.603Z
,,,Seattle,M,In store,2016-10-01T16:04:51.892Z
,,,London,M,In store,2015-03-20T05:20:02.653Z
,,,Seattle,M,In store,2017-03-17T17:38:07.875Z
,,,Denver,F,In store,2017-06-07T03:54:41.921Z
,,,New York,F,In store,2017-01-01T00:19:57.917Z
,,,Seattle,M,In store,2015-07-05T19:24:48.887Z
,,,New York,M,Phone,2017-02-26T09:41:15.745Z
,,,Seattle,M,In store,2014-11-15T12:14:18.277Z
,,,Seattle,F,Phone,2013-05-12T22:48:41.520Z
,,,Denver,M,In store,2017-01-20T06:10:21.701Z
,,,Denver,M,In store,2015-04-08T07:57:44.881Z
,,,Seattle,M,Online,2013-07-03T23:35:36.061Z
,,,Denver,M,In store,2014-06-07T08:21:30.346Z
,,,Denver,F,Online,2013-06-23T08:04:36.671Z
,,,Austin,F,In store,2014-10-02T02:08:40.738Z
,,,Denver,F,Online,2017-09-03T03:30:38.734Z
,,,Denver,M,In store,2013-12-26T10:32:02.696Z
,,,London,F,Online,2016-01-02T08:06:24.847Z
,,,Austin,F,In store,2017-01-05T11:32:15.893Z
,,,Seattle,F,In store,2015-06-04T17:53:18.246Z
,,,New York,M,Online,2015-01-17T11:52:34.405Z
,,,New York,M,Online,2013-08-09T04:53:59.950Z
,,,Denver,F,In store,2015-08-22T07:22:44.710Z
,,,San Diego,F,Online,2016-02-02T05:39:02.879Z
,,,Denver,M,In store,2017-01-02T19:21:54.755Z
,,,San Diego,M,Phone,2013-10-23T13:20:41.090Z
,,,Seattle,M,In store,2015-12-04T02:04:56.973Z
,,,London,F,In store,2014-01-30T00:30:36.793Z
,,,London,M,In store,2013-02-05T13:09:27.611Z
,,,San Diego,M,In store,2017-04-05T22:18:48.557Z
,,,Seattle,M,Phone,2014-05-22T08:24:33.514Z
,,,Denver,F,Phone,2016-11-26T22:24:45.555Z
,,,New York,F,In store,2016-01-15T14:17:33.780Z
,,,Seattle,F,Online,2015-03-21T20:29:12.449Z
,,,Austin,F,Online,2017-03-14T22:08:31.847Z
,,,London,M,In store,2015-11-02T06:52:49.384Z
,,,Denver,F,Online,2016-01-01T17:23:28.727Z
,,,Denver,M,Online,2014-11-11T05:57:50.864Z
,,,San Diego,M,Online,2013-12-22T23:07:04.537Z
,,,Denver,M,In store,2015-05-27T03:04:48.822Z
,,,Denver,F,In store,2016-06-16T21:42:20.286Z
,,,Seattle,F,In store,2017-05-19T22:10:14.633Z
,,,Denver,F,Online,2016-10-04T12:44:54.328Z
,,,London,M,Online,2014-10-18T06:52:06.194Z
,,,Denver,F,Online,2017-08-31T08:54:09.979Z
,,,Seattle,M,Online,2017-09-07T02:01:16.670Z
,,,Denver,F,In store,2017-12-15T08:30:27.683Z
,,,Denver,F,In store,2016-10-21T19:49:59.035Z
,,,London,M,In store,2014-03-03T23:40:59.636Z
,,,Seattle,F,In store,2017-01-28T02:55:15.997Z
,,,Seattle,F,In store,2014-06-10T05:20:29.664Z
,,,London,F,In store,2015-06-24T15:59:24.279Z
,,,Seattle,F,In store,2017-04-12T03:43:58.351Z
,,,Denver,M,Phone,2015-06-15T19:09:30.790Z
,,,London,M,Online,2015-11-07T04:13:24.093Z
,,,Seattle,F,Online,2014-04-17T23:15:49.741Z
,,,London,M,In store,2017-02-05T22:58:20.561Z
,,,Denver,F,Online,2016-07-22T10:25:52.592Z
,,,Seattle,F,In store,2017-04-06T03:21:56.462Z
,,,Austin,M,Online,2015-08-01T07:32:58.627Z
,,,Seattle,F,Phone,2016-02-23T04:52:08.481Z
,,,London,F,In store,2015-10-02T02:21:16.714Z
,,,Austin,M,Online,2017-11-07T16:51:27.734Z
,,,Seattle,M,In store,2017-07-31T05:11:38.582Z
,,,Denver,M,In store,2013-05-06T02:04:41.371Z
,,,Seattle,M,Online,2015-05-01T09:42:33.368Z
,,,London,F,In store,2015-07-26T09:45:51.252Z
,,,Seattle,F,Phone,2014-09-10T11:51:56.271Z
,,,Seattle,F,Phone,2017-06-30T04:43:41.437Z
,,,New York,F,In store,2016-08-06T02:17:03.886Z
,,,Denver,F,In store,2016-01-14T13:26:41.240Z
,,,Denver,F,In store,2016-10-09T12:47:48.092Z
,,,Seattle,F,In store,2014-02-07T01:01:15.116Z
,,,Denver,F,In store,2015-05-13T08:00:30.006Z
,,,Seattle,M,Online,2017-01-13T11:09:14.141Z
,,,London,M,Phone,2016-01-31T23:26:57.126Z
,,,Seattle,M,In store,2016-07-18T18:10:51.069Z
,,,London,M,Online,2015-01-04T19:34:26.065Z
,,,Denver,F,Online,2015-09-26T16:01:16.529Z
,,,Denver,M,Online,2014-12-09T03:42:43.543Z
,,,Denver,F,Online,2017-04-21T20:02:52.230Z
,,,Denver,M,Phone,2017-07-03T14:16:58.494Z
,,,Seattle,M,In store,2013-11-16T18:57:13.332Z
,,,Denver,F,Online,2016-04-18T13:46:35.607Z
,,,Denver,F,In store,2017-10-15T23:45:42.058Z
,,,Austin,M,In store,2015-10-30T05:47:27.480Z
,,,London,F,Online,2013-09-26T14:58:53.607Z
,,,Denver,F,In store,2013-06-15T12:48:09.831Z
,,,Denver,F,In store,2013-06-09T00:58:29.308Z
,,,Seattle,M,Phone,2015-02-14T00:03:06.232Z
,,,Seattle,M,In store,2014-05-04T08:21:59.137Z
,,,Seattle,F,In store,2015-03-07T11:28:39.091Z
,,,New York,M,Online,2016-03-29T04:23:49.818Z
,,,Denver,F,In store,2016-03-19T12:22:01.300Z
,,,Austin,F,In store,2017-09-03T05:29:12.676Z
,,,London,F,Online,2014-12-22T10:28:39.122Z
,,,Austin,M,In store,2014-03-04T04:17:22.205Z
,,,Denver,M,Online,2017-06-21T16:12:55.214Z
,,,Seattle,F,In store,2015-08-09T20:19:32.741Z
,,,Austin,M,In store,2016-01-18T04:26:31.050Z
,,,Seattle,F,Online,2014-12-11T09:16:03.119Z
,,,Denver,M,In store,2016-11-10T16:38:22.052Z
,,,Denver,M,In store,2015-08-20T15:11:05.152Z
,,,Austin,M,In store,2017-12-06T23:52:48.963Z
,,,Denver,M,Phone,2014-12-12T02:47:44.613Z
,,,London,F,In store,2016-08-14T02:14:29.635Z
,,,London,F,In store,2016-11-28T20:49:49.251Z
,,,San Diego,F,In store,2013-11-27T11:43:22.487Z
,,,San Diego,M,Online,2017-10-01T06:59:08.057Z
,,,London,M,Online,2017-07-18T09:33:55.259Z
,,,London,M,In store,2017-10-11T23:24:05.337Z
,,,Denver,F,Online,2015-01-06T11:05:17.489Z
,,,Seattle,F,In store,2014-06-26T10:15:37.967Z
,,,Austin,M,Phone,2014-09-28T07:00:30.540Z
,,,London,F,In store,2017-11-02T04:48:00.395Z
,,,Seattle,M,In store,2014-01-18T08:42:30.129Z
,,,Denver,M,Phone,2015-04-14T05:07:15.096Z
,,,Denver,M,In store,2014-11-03T22:06:05.533Z
,,,Denver,F,In store,2017-08-08T23:14:50.413Z
,,,London,F,In store,2017-03-07T23:12:09.137Z
,,,Denver,M,Phone,2015-10-27T14:15:36.289Z
,,,Denver,F,In store,2015-09-14T16:47:06.933Z
,,,London,M,Phone,2016-03-07T09:12:31.669Z
,,,Austin,F,In store,2014-12-02T22:42:06.847Z
,,,Denver,M,In store,2015-01-08T12:01:26.596Z
,,,Denver,F,In store,2017-12-12T09:02:14.254Z
,,,Seattle,F,In store,2016-03-01T22:38:33.865Z
,,,Seattle,M,In store,2015-12-16T02:17:05.500Z
,,,New York,M,Online,2013-10-20T08:11:53.983Z
,,,New York,M,Online,2014-05-24T00:15:44.065Z
,,,Seattle,M,In store,2017-08-20T22:00:01.516Z
,,,London,M,Phone,2014-09-27T17:43:34.688Z
,,,Seattle,M,Online,2016-11-29T08:35:44.655Z
,,,Denver,M,In store,2017-10-02T00:46:57.315Z
,,,Seattle,M,Phone,2017-05-08T20:12:08.461Z
,,,San Diego,M,In store,2017-05-31T20:54:09.663Z
,,,Denver,M,Online,2015-06-04T18:59:39.279Z
,,,Denver,F,Online,2015-10-26T02:21:51.179Z
,,,Denver,M,Phone,2017-01-27T08:00:26.402Z
,,,London,M,Phone,2016-03-10T20:12:02.071Z
,,,London,M,In store,2013-11-25T03:20:07.451Z
,,,London,F,In store,2017-04-24T04:37:25.648Z
,,,Seattle,M,Online,2016-04-21T07:09:31.130Z
,,,London,F,Phone,2017-10-02T02:25:34.279Z
,,,Denver,M,In store,2017-07-08T02:55:14.423Z
,,,Austin,M,Phone,2013-03-07T09:27:58.283Z
,,,New York,F,Online,2015-09-10T03:39:02.335Z
,,,Austin,M,Online,2014-02-17T16:47:11.816Z
,,,Seattle,F,In store,2015-02-15T13:20:04.401Z
,,,Seattle,M,In store,2013-09-14T16:40:44.002Z
,,,London,F,Online,2017-04-10T07:11:45.291Z
,,,Seattle,F,In store,2017-03-26T12:48:10.749Z
,,,London,M,Online,2016-09-27T14:00:37.092Z
,,,New York,M,In store,2017-12-04T21:26:04.679Z
,,,Austin,F,In store,2015-03-13T17:52:24.990Z
,,,Denver,F,Online,2013-09-02T18:13:14.147Z
,,,Seattle,M,Phone,2017-02-25T11:57:11.831Z
,,,Seattle,M,In store,2015-10-13T00:39:45.453Z
,,,Austin,M,Online,2016-07-10T02:44:32.656Z
,,,Denver,F,In store,2013-02-03T16:51:27.892Z
,,,Denver,M,Phone,2017-08-12T03:59:27.857Z
,,,New York,F,In store,2014-11-16T04:09:20.792Z
,,,Seattle,M,In store,2017-03-29T05:04:12.510Z
,,,London,M,In store,2016-12-31T13:19:58.066Z
,,,London,M,In store,2017-04-08T04:22:19.540Z
,,,London,M,In store,2016-08-01T09:34:47.711Z
,,,Seattle,M,In store,2017-02-21T14:09:35.774Z
,,,New York,M,Online,2016-12-21T06:25:32.608Z
,,,Seattle,M,Phone,2013-05-05T13:49:59.928Z
,,,Austin,M,In store,2014-11-06T23:24:47.074Z
,,,Denver,F,Online,2013-10-23T07:58:59.188Z
,,,Denver,F,In store,2013-11-12T21:51:08.974Z
,,,Seattle,F,Online,2016-02-15T19:58:25.233Z
,,,Denver,F,In store,2015-10-13T16:42:06.595Z
,,,Denver,M,In store,2013-12-22T16:59:00.893Z
,,,Seattle,F,Online,2013-01-11T03:36:32.554Z
,,,Denver,M,In store,2017-11-12T22:38:01.117Z
,,,Seattle,F,In store,2017-07-07T17:32:27.969Z
,,,Austin,M,In store,2014-03-08T11:48:13.063Z
,,,Denver,F,In store,2013-01-21T18:29:27.821Z
,,,Austin,M,Online,2016-06-21T15:29:39.804Z
,,,Denver,M,In store,2015-10-30T10:34:57.779Z
,,,London,F,In store,2016-01-31T06:00:02.736Z
,,,San Diego,F,In store,2015-10-03T21:44:30.974Z
,,,Seattle,M,Online,2016-05-07T01:25:45.101Z
,,,Denver,F,In store,2014-10-22T23:21:23.963Z
,,,Denver,F,Online,2013-03-01T21:13:27.549Z
,,,Denver,M,Online,2016-06-12T21:09:54.386Z
,,,New York,M,In store,2014-01-15T00:33:44.556Z
,,,New York,F,In store,2017-06-30T23:28:55.905Z
,,,San Diego,M,Online,2013-07-16T19:32:48.664Z
,,,Denver,F,Online,2013-02-03T15:55:10.967Z
,,,Denver,M,In store,2015-11-04T11:29:30.914Z
,,,San Diego,F,Online,2017-06-22T12:30:49.126Z
,,,Seattle,M,In store,2015-01-07T15:39:17.464Z
,,,London,M,In store,2016-04-23T06:04:05.386Z
,,,San Diego,M,Phone,2017-11-09T13:27:42.827Z
,,,London,F,Online,2017-07-30T03:52:46.726Z
,,,Denver,F,Online,2017-10-02T19:24:31.337Z
,,,London,F,In store,2013-06-07T06:17:27.448Z
,,,Denver,M,In store,2013-11-25T23:37:04.537Z
,,,New York,M,Online,2014-04-30T12:37:09.744Z
,,,Seattle,M,Online,2017-01-30T13:10:52.503Z
,,,Seattle,M,Online,2014-03-29T20:30:41.797Z
,,,San Diego,F,In store,2013-02-27T13:47:31.406Z
,,,Seattle,M,In store,2015-09-15T10:47:03.722Z
,,,Austin,F,In store,2013-06-05T09:43:52.694Z
,,,Denver,M,In store,2016-03-23T10:10:03.290Z
,,,New York,F,In store,2013-05-29T08:32:06.588Z
,,,Seattle,F,Phone,2016-08-23T07:56:58.612Z
,,,London,M,Online,2013-06-29T16:54:46.093Z
,,,New York,F,Phone,2017-04-21T10:26:13.483Z
,,,New York,M,Online,2016-05-16T23:55:09.738Z
,,,London,F,Phone,2015-08-22T17:34:47.828Z
,,,Denver,M,Online,2016-08-17T17:39:42.242Z
,,,Seattle,M,In store,2013-11-13T08:22:56.139Z
,,,London,F,In store,2016-01-07T14:20:39.767Z
,,,Seattle,F,In store,2015-10-06T01:30:44.137Z
,,,Seattle,F,Phone,2015-02-26T04:55:03.766Z
,,,London,M,In store,2016-02-29T18:46:22.633Z
,,,Austin,F,Online,2016-08-29T17:56:25.715Z
,,,Austin,M,In store,2014-03-06T11:08:53.117Z
,,,Seattle,M,In store,2013-03-18T17:22:25.217Z
,,,Denver,M,In store,2014-09-22T17:58:06.929Z
,,,Seattle,F,Phone,2016-07-31T22:48:18.553Z
,,,London,M,In store,2016-09-23T21:02:26.271Z
,,,Seattle,F,In store,2015-12-25T05:33:13.231Z
,,,San Diego,F,Online,2015-11-19T15:07:50.195Z
,,,San Diego,M,Online,2017-05-17T06:22:35.183Z
,,,Austin,M,In store,2013-07-06T05:30:36.934Z
,,,Denver,F,In store,2017-12-12T02:39:41.438Z
,,,Denver,M,Phone,2016-03-22T05:48:23.996Z
,,,Denver,F,In store,2015-01-02T13:48:31.078Z
,,,London,M,In store,2016-01-18T17:40:05.789Z
,,,Denver,F,Online,2013-12-10T12:59:11.639Z
,,,Denver,F,In store,2017-11-27T15:24:42.942Z
,,,Seattle,F,In store,2016-04-07T16:09:30.118Z
,,,London,M,In store,2017-09-02T18:45:50.856Z
,,,New York,F,In store,2014-11-30T14:30:52.730Z
,,,Denver,F,Online,2017-04-17T18:04:27.678Z
,,,Seattle,F,In store,2015-07-10T09:08:30.162Z
,,,Denver,M,Online,2016-12-29T17:31:22.845Z
,,,San Diego,F,In store,2016-12-24T23:43:55.026Z
,,,Denver,F,In store,2016-08-20T08:51:13.904Z
,,,Denver,F,Phone,2014-03-27T12:39:24.583Z
,,,New York,F,In store,2015-08-11T14:32:54.460Z
,,,San Diego,F,Online,2015-05-08T02:06:44.902Z
,,,Denver,F,In store,2015-12-09T22:37:39.654Z
,,,Denver,M,In store,2015-10-26T10:05:13.026Z
,,,London,M,Phone,2013-01-24T08:30:38.437Z
,,,Austin,F,In store,2014-08-13T14:20:02.402Z
,,,Seattle,M,In store,2016-01-08T00:31:30.779Z
,,,Denver,M,In store,2014-12-22T09:01:50.184Z
,,,Austin,F,Phone,2017-04-28T07:30:07.485Z
,,,Denver,M,Phone,2014-04-05T00:41:36.593Z
,,,Denver,M,In store,2016-12-15T23:26:51.360Z
,,,Denver,F,Online,2016-04-01T07:26:01.341Z
,,,Denver,M,Phone,2014-05-26T08:59:16.869Z
,,,Denver,F,In store,2014-10-10T04:30:07.009Z
,,,Seattle,F,In store,2014-09-04T03:39:22.319Z
,,,Denver,F,In store,2016-03-18T18:44:36.501Z
,,,New York,F,Online,2017-09-19T19:54:53.976Z
,,,Austin,F,In store,2015-07-28T02:20:12.644Z
,,,Denver,F,In store,2013-10-13T16:17:08.565Z
,,,Austin,F,Online,2016-11-11T11:45:54.735Z
,,,Seattle,M,In store,2013-11-14T18:39:50.406Z
,,,Seattle,F,Online,2016-10-19T19:36:31.125Z
,,,Seattle,F,In store,2013-07-03T07:04:25.426Z
,,,London,F,Online,2017-03-23T12:02:37.117Z
,,,London,F,In store,2014-06-30T05:13:50.447Z
,,,London,F,In store,2015-01-23T17:36:49.088Z
,,,New York,M,Online,2016-04-23T06:25:17.078Z
,,,London,F,Online,2017-03-03T14:05:29.258Z
,,,Seattle,F,In store,2015-01-24T22:28:14.701Z
,,,San Diego,M,Online,2017-06-17T19:34:26.810Z
,,,London,M,Online,2014-01-26T07:44:33.429Z
,,,Denver,M,In store,2014-09-26T07:48:34.907Z
,,,London,M,Online,2014-06-28T13:18:35.183Z
,,,Austin,F,In store,2013-12-26T13:04:47.800Z
,,,London,F,Online,2016-10-10T17:45:02.960Z
,,,London,M,In store,2014-01-05T00:35:34.904Z
,,,Austin,M,In store,2014-10-10T02:24:21.531Z
,,,Denver,M,In store,2015-08-29T04:30:56.321Z
,,,Austin,F,Online,2013-10-27T09:17:45.250Z
,,,Seattle,M,Online,2014-07-05T02:43:15.101Z
,,,Denver,M,Online,2015-03-24T22:02:56.553Z
,,,Denver,M,Phone,2013-06-20T21:14:53.778Z
,,,London,F,In store,2013-04-22T11:09:59.275Z
,,,Austin,F,In store,2014-04-11T10:08:27.562Z
,,,Denver,M,In store,2013-11-01T11:32:43.796Z
,,,London,M,Online,2015-11-25T07:04:33.118Z
,,,Denver,F,Online,2015-12-13T15:13:56.504Z
,,,Seattle,M,In store,2015-08-16T18:22:55.598Z
,,,Seattle,F,In store,2013-04-16T00:03:39.144Z
,,,Denver,F,In store,2015-07-29T12:05:36.013Z
,,,Austin,M,Online,2013-12-13T21:41:52.395Z
,,,Seattle,M,In store,2016-06-23T15:48:34.415Z
,,,Denver,M,In store,2015-03-06T11:41:48.146Z
,,,London,M,In store,2013-12-04T05:56:51.974Z
,,,Seattle,M,Phone,2014-02-28T13:19:19.728Z
,,,Austin,M,In store,2014-12-24T18:20:25.686Z
,,,Seattle,F,In store,2016-08-22T09:26:07.059Z
,,,Austin,M,Online,2016-12-19T03:47:24.983Z
,,,San Diego,F,Online,2013-11-01T10:52:02.053Z
,,,Seattle,F,In store,2015-07-19T15:29:13.582Z
,,,Austin,F,Online,2014-10-11T03:58:00.008Z
,,,Seattle,M,In store,2013-04-06T06:19:14.273Z
,,,Seattle,F,In store,2013-11-03T23:11:05.850Z
,,,San Diego,M,Online,2016-09-07T04:24:16.385Z
,,,Denver,M,Online,2017-06-06T03:39:48.354Z
,,,London,M,Online,2017-04-13T00:24:13.710Z
,,,Seattle,M,Phone,2017-08-30T16:32:08.758Z
,,,London,M,Online,2015-06-08T21:52:54.837Z
,,,Denver,F,Online,2015-02-15T05:04:30.737Z
,,,Austin,F,Online,2017-08-02T08:16:08.145Z
,,,Denver,F,Online,2015-10-25T10:59:20.207Z
,,,Denver,F,Phone,2015-10-01T21:08:50.801Z
,,,London,F,In store,2014-05-20T06:22:02.676Z
,,,Denver,M,In store,2016-02-15T03:18:57.823Z
,,,Denver,M,In store,2015-04-04T14:04:03.198Z
,,,Denver,M,In store,2014-01-30T07:55:56.527Z
,,,Seattle,F,Online,2013-10-20T05:27:46.089Z
,,,Denver,F,In store,2016-04-18T23:52:15.197Z
,,,London,F,In store,2016-03-16T21:28:41.596Z
,,,London,F,In store,2015-05-22T19:01:57.754Z
,,,Denver,M,In store,2014-04-28T18:12:08.595Z
,,,Austin,M,In store,2017-12-01T20:44:21.252Z
,,,Austin,M,In store,2017-08-24T08:56:18.079Z
,,,San Diego,M,In store,2013-03-15T23:32:12.584Z
,,,London,M,Phone,2013-11-16T10:50:57.088Z
,,,Denver,F,In store,2015-11-15T13:44:04.980Z
,,,London,M,Phone,2013-01-29T16:56:47.524Z
,,,Austin,F,In store,2013-11-26T12:17:06.023Z
,,,San Diego,M,In store,2017-06-19T18:32:24.567Z
,,,Austin,F,Online,2016-05-12T04:21:20.063Z
,,,Seattle,F,In store,2016-09-20T20:54:37.953Z
,,,Seattle,M,In store,2017-01-01T13:48:14.723Z
,,,Austin,M,In store,2015-12-26T01:38:46.426Z
,,,San Diego,M,In store,2015-12-04T15:34:43.994Z
,,,London,F,Phone,2015-01-31T00:15:19.995Z
,,,Denver,F,Online,2017-08-03T18:41:46.111Z
,,,Denver,F,In store,2013-11-29T14:12:44.171Z
,,,Austin,F,Online,2014-07-31T21:43:23.370Z
,,,Austin,M,In store,2015-10-17T10:50:09.407Z
,,,London,M,In store,2017-10-13T19:42:44.875Z
,,,Denver,F,In store,2017-05-24T16:03:50.773Z
,,,New York,M,Online,2016-11-30T15:45:21.570Z
,,,Seattle,F,In store,2016-12-19T16:13:48.685Z
,,,London,M,Online,2017-02-26T00:37:35.540Z
,,,London,F,Online,2015-02-23T06:39:22.116Z
,,,Austin,M,In store,2015-03-18T12:20:40.173Z
,,,New York,M,In store,2013-08-14T02:40:24.565Z
,,,Denver,F,In store,2014-01-10T22:45:32.782Z
,,,Denver,F,In store,2017-04-04T09:32:18.104Z
,,,Austin,F,In store,2017-07-04T23:54:47.405Z
,,,San Diego,M,Online,2016-12-05T22:34:18.435Z
,,,Austin,F,Online,2017-09-23T13:24:52.849Z
,,,Denver,M,Online,2016-05-12T07:15:43.416Z
,,,Denver,F,Online,2015-12-27T22:46:09.017Z
,,,New York,M,In store,2016-11-28T20:42:51.452Z
,,,London,M,Online,2016-07-13T18:47:53.390Z
,,,Seattle,M,Phone,2014-06-20T01:17:23.193Z
,,,London,F,In store,2015-09-01T14:14:27.111Z
,,,Seattle,F,In store,2013-08-24T11:54:21.256Z
,,,New York,F,Online,2016-07-03T07:22:39.081Z
,,,Seattle,M,Online,2016-10-20T07:23:36.027Z
,,,Denver,M,In store,2015-03-27T10:49:33.364Z
,,,Austin,M,In store,2016-04-06T05:26:40.620Z
,,,Denver,M,Phone,2017-06-09T00:45:06.939Z
,,,Seattle,M,Online,2015-04-08T11:57:53.196Z
,,,Denver,F,In store,2016-01-17T03:28:45.853Z
